dhms_region_id,chromosome,region_start,region_end,dhms_state,n_bins,mean_state_posterior,length_kb,annotation,overlapping_gene,overlapping_transcript,nearest_gene,distance_to_nearest_tss
2251,chr2,167967000,167972000,ESC_enriched,5,0.9870615153699831,5.0,promoter,Kcng1,NM_001379458,Kcng1,3238
2252,chr2,168453000,168462000,NPC_enriched,9,0.9935329604607614,9.0,promoter,Gm14261;Sall4,NR_166178;NM_175303,Gm14261,153
2253,chr2,169576000,169580000,ESC_enriched,4,0.9892321485562453,4.0,gene_body,Tshz2,NM_177659,AY702102,76392
2254,chr2,170014000,170019000,ESC_enriched,5,0.9883142184505143,5.0,intergenic,,,Bcas1os2,31065
2255,chr2,170101000,170103000,ESC_enriched,2,0.9926772423404664,2.0,gene_body,Bcas1,NM_001164369,Bcas1,17050
2256,chr2,170177000,170191000,ESC_enriched,14,0.9943298663827014,14.0,promoter,Cyp24a1,NM_009996,Cyp24a1,4350
2257,chr2,170423000,170425000,ESC_enriched,2,0.9946681499624723,2.0,promoter,Dok5,NM_001163686,Dok5,989
2258,chr2,170465000,170467000,ESC_enriched,2,0.9801927711461652,2.0,gene_body,Dok5,NM_001163686,Dok5,42989
2259,chr2,170556000,170557000,ESC_enriched,1,0.9991109889807428,1.0,gene_body,Dok5,NM_001163686,Dok5,133489
2260,chr2,172369000,172384000,ESC_enriched,15,0.9915051134159799,15.0,intergenic,,,Tfap2c,135703
2261,chr2,172385000,172386000,ESC_enriched,1,0.9593548575400116,1.0,intergenic,,,Tfap2c,144703
2262,chr2,172432000,172433000,ESC_enriched,1,0.9525549953125879,1.0,intergenic,,,Bmp7,150760
2263,chr2,172577000,172581000,ESC_enriched,4,0.9908614816696284,4.0,gene_body,Bmp7,NM_007557,Bmp7,4260
2264,chr2,172761000,172764000,ESC_enriched,3,0.9901992931398377,3.0,promoter,Ctcfl,NM_001081387,Ctcfl,36
2265,chr2,172814000,172816000,ESC_enriched,2,0.9999849425532865,2.0,intergenic,,,Pck1,18989
2266,chr2,173158000,173160000,ESC_enriched,2,0.9965509441936329,2.0,intergenic,,,1700021F07Rik,6530
2267,chr2,173227000,173231000,ESC_enriched,4,0.9862356985741665,4.0,gene_body,Ppp4r1l-ps,NR_027957,Ankrd60,7788
2268,chr2,173969000,173973000,ESC_enriched,4,0.9879070954987021,4.0,promoter,Gm30189,NR_166448,Gm30189,674
2269,chr2,174287000,174289000,ESC_enriched,2,0.957828767213678,2.0,promoter,Zfp831,NM_001099328,Zfp831,1528
2270,chr2,174402000,174405000,ESC_enriched,3,0.9970252316998054,3.0,promoter,Edn3,NM_007903,Edn3,57
2271,chr2,174495000,174498000,ESC_enriched,3,0.9721190614615671,3.0,promoter,Gm14616,NR_166457,Gm14616,2342
2272,chr2,178050000,178052000,ESC_enriched,2,0.9902740731783914,2.0,gene_body,Phactr3,NM_001177790,Phactr3,2618
2273,chr2,178260000,178271000,NPC_enriched,11,0.9927055922501412,11.0,gene_body,Phactr3,NM_001177790,Sycp2,71566
2274,chr2,178282000,178289000,NPC_enriched,7,0.9942961900549883,7.0,gene_body,Sycp2,NM_177191,Sycp2,51566
2275,chr2,178290000,178295000,NPC_enriched,5,0.9955103599671418,5.0,gene_body,Sycp2,NM_177191,Sycp2,44566
2276,chr2,178301000,178305000,NPC_enriched,4,0.9879306650487969,4.0,gene_body,Sycp2,NM_177191,Sycp2,34066
2277,chr2,178310000,178317000,NPC_enriched,7,0.9984519459451285,7.0,gene_body,Sycp2,NM_177191,Sycp2,23566
2278,chr2,178319000,178325000,NPC_enriched,6,0.9982954312268104,6.0,gene_body,Sycp2,NM_177191,Sycp2,15066
2279,chr2,178327000,178329000,NPC_enriched,2,0.9759126505459612,2.0,gene_body,Sycp2,NM_177191,Sycp2,9066
2280,chr2,178331000,178334000,NPC_enriched,3,0.9957379297845556,3.0,gene_body,Sycp2,NM_177191,Sycp2,4566
2281,chr2,178341000,178346000,ESC_enriched,5,0.9903853173384871,5.0,promoter,Fam217b;Ppp1r3d,NM_001081289;NM_001085501,Ppp1r3d,371
2282,chr2,179370000,179376000,ESC_enriched,6,0.9957382789523628,6.0,promoter,Cdh4,NM_009867,Cdh4,1162
2283,chr2,179761000,179766000,ESC_enriched,5,0.9867052824328312,5.0,gene_body,Cdh4,NM_009867,Taf4,142554
2284,chr2,179949000,179954000,ESC_enriched,5,0.9923111883458935,5.0,promoter,Lsm14b,NM_177727,Lsm14b,2894
2285,chr2,180429000,180432000,ESC_enriched,3,0.9939510834718585,3.0,promoter,Ntsr1,NM_018766,Ntsr1,1117
2286,chr2,180526000,180532000,ESC_enriched,6,0.9909236734402155,6.0,promoter,Col9a3,NM_009936,Col9a3,1371
2287,chr2,181085000,181088000,ESC_enriched,3,0.9931611848193276,3.0,promoter,Eef1a2,NM_007906,Eef1a2,78
2288,chr2,181140000,181143000,ESC_enriched,3,0.9977513212525126,3.0,promoter,Srms,NM_011481,Srms,1078
2289,chr2,181235000,181237000,ESC_enriched,2,0.9949392966709485,2.0,gene_body,Stmn3,NM_009133,Stmn3,7907
2290,chr2,181386000,181395000,ESC_enriched,9,0.9926792262871599,9.0,intergenic,,,Abhd16b,32112
2291,chr2,181625000,181627000,ESC_enriched,2,0.9854088584614704,2.0,promoter,Lkaaear1,NM_001378943,Lkaaear1,1848
2292,chr3,5198000,5203000,ESC_enriched,5,0.9818692572810868,5.0,promoter,2700069I18Rik,NR_045905,2700069I18Rik,3396
2293,chr3,5736000,5742000,NPC_enriched,6,0.9957997846938141,6.0,intergenic,,,Pex2,179679
2294,chr3,8489000,8499000,NPC_enriched,10,0.9958958543426265,10.0,promoter,Stmn2,NM_025285,Stmn2,1401
2295,chr3,8648000,8650000,ESC_enriched,2,0.9855857991591714,2.0,promoter,Hey1,NM_010423,Hey1,1111
2296,chr3,8750000,8754000,ESC_enriched,4,0.9951480117601168,4.0,intergenic,,,Gm32561,76019
2297,chr3,9995000,9996000,ESC_enriched,1,0.9695062757699485,1.0,promoter,Fabp5,NM_010634,Fabp5,384
2298,chr3,13462000,13466000,NPC_enriched,4,0.9961215909136515,4.0,gene_body,Ralyl,NM_001357034,Ralyl,8670
2299,chr3,14863000,14865000,ESC_enriched,2,0.9816887498055009,2.0,promoter,Car2,NM_009801,Car2,969
2300,chr3,17515000,17523000,NPC_enriched,8,0.9916271623666215,8.0,intergenic,,,Mir124-2hg,463071
2301,chr3,17810000,17816000,NPC_enriched,6,0.9974110005576743,6.0,intergenic,,,Mir124-2hg,169071
2302,chr3,17978000,17981000,ESC_enriched,3,0.9986080336272841,3.0,intergenic,,,Mir124-2hg,2571
2303,chr3,18013000,18016000,NPC_enriched,3,0.9689729367667756,3.0,intergenic,,,Mir124a-2,26688
2304,chr3,20345000,20348000,ESC_enriched,3,0.9835006222334978,3.0,promoter,Gyg,NM_013755,Gyg,666
2305,chr3,26344000,26345000,ESC_enriched,1,0.965649805350621,1.0,promoter,Nlgn1,NM_001163387,Nlgn1,559
2306,chr3,26522000,26526000,ESC_enriched,4,0.9971050168402267,4.0,intergenic,,,Nlgn1,178941
2307,chr3,27563000,27564000,ESC_enriched,1,0.998227725190086,1.0,promoter,Ghsr,NM_177330,Ghsr,1077
2308,chr3,28129000,28131000,ESC_enriched,2,0.9847657431357939,2.0,intergenic,,,Tmem212,42559
2309,chr3,28452000,28456000,ESC_enriched,4,0.9926944694501398,4.0,promoter,Tnik,NM_001163007,Tnik,286
2310,chr3,30695000,30707000,ESC_enriched,12,0.9987527013323388,12.0,promoter,Mecom,NM_001361034,Mecom,403
2311,chr3,31339000,31342000,ESC_enriched,3,0.9946843407617519,3.0,promoter,Cldn11,NM_008770,Cldn11,297
2312,chr3,34831000,34834000,ESC_enriched,3,0.9991050139863388,3.0,promoter,Mir1897,NR_035433,Mir1897,2488
2313,chr3,36412000,36417000,ESC_enriched,5,0.9923855471664209,5.0,promoter,Qrfpr,NM_198192,Qrfpr,676
2314,chr3,36711000,36716000,ESC_enriched,5,0.9882068016589278,5.0,promoter,Smim43,NM_001384269,Smim43,539
2315,chr3,36881000,36884000,ESC_enriched,3,0.9985647275534694,3.0,promoter,Trpc3,NM_019510,Trpc3,784
2316,chr3,37254000,37256000,ESC_enriched,2,0.974933924824041,2.0,promoter,Adad1,NM_009350,Adad1,204
2317,chr3,37540000,37542000,ESC_enriched,2,0.9971126516915275,2.0,promoter,Fgf2,NM_008006,Fgf2,799
2318,chr3,39076000,39082000,ESC_enriched,6,0.997208131667619,6.0,promoter,Fat4,NM_183221,Fat4,512
2319,chr3,40721000,40724000,ESC_enriched,3,0.9922984879517375,3.0,intergenic,,,1700017G19Rik,8039
2320,chr3,40804000,40807000,ESC_enriched,3,0.9869038263843825,3.0,promoter,Slc25a31,NM_178386,Slc25a31,81
2321,chr3,45472000,45479000,ESC_enriched,7,0.9947574703717076,7.0,promoter,2610316D01Rik;Pcdh10,NR_045172;NM_001098170,Pcdh10,908
2322,chr3,49852000,49854000,ESC_enriched,2,0.9900285615207836,2.0,promoter,Pcdh18,NM_130448,Pcdh18,511
2323,chr3,51650000,51653000,ESC_enriched,3,0.9898615648844787,3.0,gene_body,5031434O11Rik,NR_160685,Setd7,2748
2324,chr3,51788000,51790000,ESC_enriched,2,0.9715091617049773,2.0,gene_body,Maml3,NM_001004176,Mgst2,39893
2325,chr3,52094000,52095000,ESC_enriched,1,0.9601367504963984,1.0,gene_body,Maml3,NM_001004176,Maml3,98435
2326,chr3,52124000,52126000,ESC_enriched,2,0.972324899812645,2.0,gene_body,Maml3,NM_001004176,Maml3,67935
2327,chr3,52191000,52193000,ESC_enriched,2,0.9957221224081667,2.0,promoter,Maml3,NM_001004176,Maml3,935
2328,chr3,52299000,52301000,ESC_enriched,2,0.9720680252639726,2.0,intergenic,,,Foxo1,56265
2329,chr3,53129000,53132000,ESC_enriched,3,0.9972108572161694,3.0,promoter,Lhfp,NM_175386,Lhfp,1025
2330,chr3,53740000,53744000,ESC_enriched,4,0.9962129276143266,4.0,gene_body,Frem2,NM_172862,Frem2,3284
2331,chr3,54721000,54723000,ESC_enriched,2,0.9905424082359202,2.0,intergenic,,,Supt20,61051
2332,chr3,54840000,54849000,ESC_enriched,9,0.9855842976902698,9.0,promoter,Smad9,NM_019483,Smad9,990
2333,chr3,54885000,54886000,ESC_enriched,1,0.9763407359995299,1.0,gene_body,Smad9,NM_019483,Rfxap,10220
2334,chr3,55867000,55875000,ESC_enriched,8,0.9993234781985763,8.0,promoter,Mab21l1,NM_010750,Mab21l1,562
2335,chr3,58778000,58782000,ESC_enriched,4,0.9969014947341295,4.0,promoter,4930593A02Rik;Siah2,NR_045167;NM_009174,Siah2,317
2336,chr3,58899000,58904000,ESC_enriched,5,0.9726111358526823,5.0,intergenic,,,Clrn1,71641
2337,chr3,61091000,61093000,ESC_enriched,2,0.9872876582330744,2.0,promoter,P2ry1,NM_008772,P2ry1,1287
2338,chr3,62427000,62429000,ESC_enriched,2,0.9999741315594104,2.0,promoter,Arhgef26,NM_001081295,Arhgef26,1295
2339,chr3,62690000,62693000,ESC_enriched,3,0.9906104398619049,3.0,promoter,Gpr149,NM_177346,Gpr149,1569
2340,chr3,65195000,65198000,ESC_enriched,3,0.9954599812901531,3.0,gene_body,Kcnab1,NM_001357358,Kcnab1,159360
2341,chr3,66307000,66312000,ESC_enriched,5,0.9901739640455649,5.0,promoter,Ptx3,NM_008987,Ptx3,1685
2342,chr3,67029000,67033000,NPC_enriched,4,0.9788849849024635,4.0,intergenic,,,Shox2,38700
2343,chr3,67066000,67069000,ESC_enriched,3,0.9879746259544393,3.0,promoter,Shox2,NM_001302357,Shox2,2200
2344,chr3,67462000,67464000,ESC_enriched,2,0.9803398179747425,2.0,promoter,Mlf1,NM_001039543,Mlf1,975
2345,chr3,67602000,67605000,ESC_enriched,3,0.993527548743848,3.0,promoter,Rarres1,NM_001164763,Rarres1,48
2346,chr3,68154000,68159000,NPC_enriched,5,0.9956910840087596,5.0,gene_body,Iqschfp;Schip1,NM_001113419;NM_001113420,Schip1,3770
2347,chr3,69405000,69407000,ESC_enriched,2,0.9998996953066005,2.0,promoter,Ppm1l,NM_178726,Ppm1l,1154
2348,chr3,69948000,69950000,ESC_enriched,2,0.9915490436920795,2.0,promoter,Sptssb,NM_001286959,Sptssb,1177
2349,chr3,73140000,73144000,ESC_enriched,4,0.9996667678424919,4.0,promoter,Slitrk3,NM_198864,Slitrk3,992
2350,chr3,76041000,76044000,ESC_enriched,3,0.9867429201510941,3.0,promoter,Golim4,NM_001291069,Golim4,376
2351,chr3,77027000,77032000,NPC_enriched,5,0.9884219203708271,5.0,intergenic,,,Fstl5,869013
2352,chr3,77036000,77037000,NPC_enriched,1,0.9512715322370662,1.0,intergenic,,,Fstl5,876013
2353,chr3,80886000,80889000,ESC_enriched,3,0.9975309783625175,3.0,promoter,Gria2,NM_001357924,Gria2,1120
2354,chr3,80999000,81001000,ESC_enriched,2,0.9908281326201331,2.0,promoter,Glrb,NM_001345996,Glrb,1955
2355,chr3,82160000,82161000,ESC_enriched,1,0.9748140043730087,1.0,promoter,Gucy1b1,NM_017469,Gucy1b1,138
2356,chr3,82230000,82232000,ESC_enriched,2,0.9991937573596321,2.0,promoter,Gucy1a1,NM_021896,Gucy1a1,873
2357,chr3,82633000,82635000,ESC_enriched,2,0.9999984837852787,2.0,promoter,Npy2r,NM_001205099,Npy2r,12
2358,chr3,83214000,83217000,ESC_enriched,3,0.9970920866519424,3.0,promoter,Dchs2;Gm10710,NM_001357165;NM_001358023,Gm10710,327
2359,chr3,83597000,83598000,NPC_enriched,1,0.9531952884965356,1.0,intergenic,,,1700028M03Rik,62545
2360,chr3,83849000,83855000,ESC_enriched,6,0.9938777388513248,6.0,promoter,Sfrp2,NM_009144,Sfrp2,247
2361,chr3,84390000,84391000,ESC_enriched,1,0.9545598638181396,1.0,intergenic,,,Trim2,33790
2362,chr3,84564000,84569000,ESC_enriched,5,0.997721820121796,5.0,promoter,Fhdc1,NM_001205355,Fhdc1,1082
2363,chr3,85972000,85974000,ESC_enriched,2,0.9809865958208226,2.0,promoter,Glt28d2,NM_177130,Glt28d2,445
2364,chr3,86632000,86635000,ESC_enriched,3,0.9840918804841386,3.0,promoter,Mab21l2,NM_011839,Mab21l2,710
2365,chr3,87831000,87845000,ESC_enriched,14,0.9963511248642783,14.0,promoter,Lrrc71,NM_028971,Lrrc71,3450
2366,chr3,87850000,87855000,ESC_enriched,5,0.9813701192196709,5.0,promoter,Pear1,NM_001032414,Pear1,2380
2367,chr3,87863000,87869000,ESC_enriched,6,0.9954703467693501,6.0,gene_body,Ntrk1,NM_001033124,Pear1,11120
2368,chr3,87883000,87902000,ESC_enriched,19,0.9923828106999174,19.0,promoter,Insrr,NM_011832,Insrr,9623
2369,chr3,87935000,87937000,ESC_enriched,2,0.9963628132660965,2.0,gene_body,Sh2d2a,NM_001025571,Sh2d2a,3319
2370,chr3,88033000,88046000,ESC_enriched,13,0.9899409242811642,13.0,promoter,Crabp2,NM_007759,Crabp2,4881
2371,chr3,88056000,88060000,ESC_enriched,4,0.9982776419435943,4.0,promoter,Nes,NM_016701,Nes,981
2372,chr3,88061000,88073000,ESC_enriched,12,0.9972279705013896,12.0,gene_body,Nes,NM_016701,Nes,9981
2373,chr3,88076000,88091000,ESC_enriched,15,0.9963453057243308,15.0,promoter,Bcan,NM_007529,Bcan,2783
2374,chr3,88108000,88112000,ESC_enriched,4,0.9953349766712033,4.0,gene_body,Hapln2,NM_022031,Hapln2,3438
2375,chr3,88283000,88307000,ESC_enriched,24,0.997923746435654,24.0,promoter,Gm25641;Gm3764;Mir3093;Mir9-1,NR_162800;NR_168092;NR_037276;NR_029817,Gm3764,5408
2376,chr3,88324000,88329000,ESC_enriched,5,0.9959264357905422,5.0,gene_body,Rhbg,NM_021375,Rhbg,14111
2377,chr3,88339000,88342000,ESC_enriched,3,0.9994660382702363,3.0,promoter,Rhbg,NM_021375,Rhbg,111
2378,chr3,88451000,88453000,ESC_enriched,2,0.9900344766793434,2.0,promoter,Paqr6,NM_001310597,Paqr6,1485
2379,chr3,89174000,89176000,ESC_enriched,2,0.9972312191050539,2.0,gene_body,Rusc1,NM_028188,Rusc1,4290
2380,chr3,89231000,89236000,ESC_enriched,5,0.9868541491630726,5.0,gene_body,Hcn3;Pklr,NM_008227;NM_013631,Pklr,11432
2381,chr3,89321000,89326000,ESC_enriched,5,0.9940672184341697,5.0,gene_body,Trim46,NM_183037,Trim46,8324
2382,chr3,89404000,89409000,ESC_enriched,5,0.9994085595830704,5.0,promoter,Efna3,NM_010108,Efna3,2366
2383,chr3,90548000,90553000,ESC_enriched,5,0.9819980126258422,5.0,promoter,Npr1,NM_008727,Npr1,1293
2384,chr3,92165000,92171000,ESC_enriched,6,0.994998478258371,6.0,promoter,Lor,NM_008508,Lor,1069
2385,chr3,94447000,94451000,ESC_enriched,4,0.9981265442512646,4.0,promoter,C2cd4d,NM_001136117,C2cd4d,1153
2386,chr3,94457000,94459000,ESC_enriched,2,0.96544200859546,2.0,promoter,Rorc,NM_011281,Rorc,197
2387,chr3,94472000,94477000,ESC_enriched,5,0.9685407939559127,5.0,gene_body,Rorc,NM_011281,Lingo4,10122
2388,chr3,94483000,94492000,ESC_enriched,9,0.9944696208081167,9.0,promoter,Lingo4,NM_177250,Lingo4,2878
2389,chr3,94497000,94499000,ESC_enriched,2,0.9948721317001958,2.0,promoter,1700040D17Rik;Tdrkh,NR_152121;NM_001357711,1700040D17Rik,359
2390,chr3,94564000,94567000,ESC_enriched,3,0.9745226108422381,3.0,promoter,Celf3,NM_172434,Celf3,1631
2391,chr3,95256000,95260000,ESC_enriched,4,0.9945949984469492,4.0,gene_body,Sema6c,NM_001272024,Sema6c,12177
2392,chr3,95645000,95646000,ESC_enriched,1,0.9558742360093943,1.0,promoter,Hormad1,NM_001289532,Hormad1,420
2393,chr3,95988000,95990000,ESC_enriched,2,0.9815635885760212,2.0,promoter,Car14,NM_011797,Car14,1090
2394,chr3,96058000,96063000,ESC_enriched,5,0.9846185235564942,5.0,intergenic,,,Gm9054,10414
2395,chr3,96075000,96083000,ESC_enriched,8,0.9949434096884301,8.0,promoter,Plekho1,NM_023320,Plekho1,2244
2396,chr3,96270000,96272000,ESC_enriched,2,0.9797062121223528,2.0,gene_body,Sv2a,NM_022030,Sv2a,4369
2397,chr3,96560000,96561000,ESC_enriched,1,0.9720321589879124,1.0,intergenic,,,BC107364,22789
2398,chr3,96612000,96614000,ESC_enriched,2,0.9624224729054458,2.0,gene_body,Hjv,NM_027126,Hjv,2411
2399,chr3,96683000,96685000,ESC_enriched,2,0.9922071001644606,2.0,promoter,Ankrd34a,NM_001024851,Ankrd34a,1960
2400,chr3,97951000,97955000,ESC_enriched,4,0.973917526478674,4.0,gene_body,Pde4dip,NM_001289701,Pde4dip,21112
2401,chr3,98467000,98471000,ESC_enriched,4,0.9881705721355085,4.0,promoter,Zfp697,NM_172863,Zfp697,1115
2402,chr3,98512000,98515000,ESC_enriched,3,0.9999610993702183,3.0,gene_body,Zfp697,NM_172863,Gm4450,29031
2403,chr3,99364000,99366000,ESC_enriched,2,0.9979318065172412,2.0,intergenic,,,Tbx15,17820
2404,chr3,99368000,99391000,ESC_enriched,23,0.9998011749569821,23.0,promoter,Tbx15,NM_009323,Tbx15,3320
2405,chr3,102052000,102053000,ESC_enriched,1,0.9559360975779222,1.0,promoter,Slc22a15,NM_001039371,Slc22a15,1014
2406,chr3,102139000,102147000,ESC_enriched,8,0.9961393611650496,8.0,promoter,Nhlh2,NM_178777,Nhlh2,3795
2407,chr3,102600000,102604000,ESC_enriched,4,0.9814685123221567,4.0,gene_body,Ngf,NM_013609,Ngf,3021
2408,chr3,102863000,102866000,ESC_enriched,3,0.9997119274033549,3.0,promoter,Tspan2;Tspan2os,NM_027533;NR_040588,Tspan2os,22
2409,chr3,103064000,103067000,ESC_enriched,3,0.9854764829699129,3.0,promoter,Sycp1,NM_011516,Sycp1,339
2410,chr3,103705000,103709000,ESC_enriched,4,0.9971626942363707,4.0,promoter,Syt6,NM_001276680,Syt6,1814
2411,chr3,103863000,103865000,ESC_enriched,2,0.9791393338831864,2.0,gene_body,Olfml3,NM_133859,Olfml3,3062
2412,chr3,104902000,104905000,ESC_enriched,3,0.9611005286320783,3.0,promoter,Tafa3,NM_183224,Tafa3,2103
2413,chr3,105087000,105096000,ESC_enriched,9,0.9956418345727683,9.0,promoter,Wnt2b,NM_009520,Wnt2b,1735
2414,chr3,105579000,105588000,ESC_enriched,9,0.9989398220859874,9.0,promoter,Kcnd3;Kcnd3os,NM_019931;NR_040759,Kcnd3os,2489
2415,chr3,106137000,106147000,NPC_enriched,10,0.9784860612602998,10.0,promoter,Pifo,NM_001200028,Pifo,702
2416,chr3,106289000,106294000,NPC_enriched,5,0.9933986543260183,5.0,gene_body,Chil3,NM_009892,Chil3,4120
2417,chr3,106331000,106333000,NPC_enriched,2,0.9568441603366229,2.0,gene_body,Chil4,NM_145126,Chil4,15535
2418,chr3,106337000,106341000,NPC_enriched,4,0.9870584881683487,4.0,gene_body,Chil4,NM_145126,Chil4,8535
2419,chr3,106354000,106358000,NPC_enriched,4,0.992213291039705,4.0,intergenic,,,Chil4,8465
2420,chr3,106585000,106589000,NPC_enriched,4,0.9932085610645713,4.0,intergenic,,,Dennd2d,23486
2421,chr3,107230000,107232000,ESC_enriched,2,0.9959414758573222,2.0,promoter,Kcna2,NM_008417,Kcna2,1378
2422,chr3,107713000,107716000,ESC_enriched,3,0.9746430691210887,3.0,intergenic,,,Alx3,8586
2423,chr3,107721000,107729000,ESC_enriched,8,0.9989915214878714,8.0,promoter,Alx3,NM_007441,Alx3,1914
2424,chr3,107887000,107889000,ESC_enriched,2,0.9994194454676171,2.0,promoter,Csf1,NM_007778,Csf1,525
2425,chr3,108023000,108025000,ESC_enriched,2,0.9726288443819227,2.0,promoter,4933431E20Rik;Gstm5,NR_015459;NM_010360,Gstm5,91
2426,chr3,108520000,108532000,ESC_enriched,12,0.9924493698889533,12.0,gene_body,Celsr2,NM_001004177,Psrc1,14107
2427,chr3,108534000,108537000,ESC_enriched,3,0.9915131071654538,3.0,gene_body,Celsr2,NM_001004177,Celsr2,8135
2428,chr3,108542000,108547000,ESC_enriched,5,0.9896709259180186,5.0,promoter,Celsr2,NM_001004177,Celsr2,865
2429,chr3,109068000,109070000,ESC_enriched,2,0.9996046878269617,2.0,promoter,Henmt1,NM_025723,Henmt1,861
2430,chr3,109155000,109156000,ESC_enriched,1,0.9743325330257848,1.0,promoter,Fam102b,NM_001163567,Fam102b,163
2431,chr3,109250000,109252000,ESC_enriched,2,0.9746006055188073,2.0,promoter,Slc25a24,NM_172685,Slc25a24,204
2432,chr3,109468000,109473000,ESC_enriched,5,0.9881822789262962,5.0,promoter,Vav3,NM_020505,Vav3,1762
2433,chr3,114689000,114691000,NPC_enriched,2,0.9827929963591724,2.0,intergenic,,,Olfm3,206081
2434,chr3,116245000,116246000,ESC_enriched,1,0.9948799061888403,1.0,promoter,Gpr88,NM_022427,Gpr88,12
2435,chr3,116321000,116322000,ESC_enriched,1,0.9691045264280234,1.0,gene_body,Cdc14a,NM_001173553,Gpr88,76012
2436,chr3,117351000,117354000,ESC_enriched,3,0.9675741097188536,3.0,promoter,Plppr4,NM_177664,Plppr4,380
2437,chr3,121253000,121256000,ESC_enriched,3,0.9761543823476737,3.0,promoter,Tlcd4,NM_178936,Tlcd4,863
2438,chr3,123438000,123440000,ESC_enriched,2,0.9792672438218033,2.0,promoter,Prss12,NM_008939,Prss12,66
2439,chr3,124313000,124314000,ESC_enriched,1,0.9747458090918301,1.0,promoter,Tram1l1,NM_146140,Tram1l1,442
2440,chr3,126355000,126357000,ESC_enriched,2,0.9992953760619305,2.0,promoter,Arsj,NM_173451,Arsj,127
2441,chr3,127152000,127155000,ESC_enriched,3,0.9886653385572993,3.0,promoter,Gm16958,NR_105029,Gm16958,174
2442,chr3,127781000,127784000,ESC_enriched,3,0.9957668791599806,3.0,promoter,Tifa,NM_001356430,Tifa,178
2443,chr3,129193000,129204000,ESC_enriched,11,0.9931552198495667,11.0,gene_body,Pitx2,NM_001286942,Pitx2,6601
2444,chr3,129206000,129219000,ESC_enriched,13,0.9971315589634138,13.0,gene_body,Pitx2,NM_001286942,Pitx2,20601
2445,chr3,129961000,129963000,ESC_enriched,2,0.9749790575639321,2.0,promoter,Mcub,NM_025779,Mcub,228
2446,chr3,130168000,130171000,ESC_enriched,3,0.9903497687849655,3.0,promoter,Col25a1,NM_198711,Col25a1,499
2447,chr3,130934000,130936000,ESC_enriched,2,0.9976413872112687,2.0,intergenic,,,Lef1,164477
2448,chr3,131094000,131106000,ESC_enriched,12,0.9975176657910908,12.0,promoter,Lef1,NM_001379059,Lef1,523
2449,chr3,131133000,131135000,ESC_enriched,2,0.9562565444026802,2.0,gene_body,Lef1,NM_001379059,Lef1,34523
2450,chr3,132022000,132025000,ESC_enriched,3,0.9998028602038992,3.0,promoter,Dkk2,NM_020265,Dkk2,903
2451,chr3,132800000,132802000,ESC_enriched,2,0.9968064211682861,2.0,gene_body,Gm29811,NR_102298,Gm29811,14902
2452,chr3,132886000,132889000,ESC_enriched,3,0.9811340574769742,3.0,promoter,Npnt,NM_001287101,Npnt,97
2453,chr3,134173000,134179000,ESC_enriched,6,0.996500912938321,6.0,promoter,Cxxc4;Mir1895,NM_001004367;NR_035435,Mir1895,1970
2454,chr3,134330000,134332000,NPC_enriched,2,0.9684042084736892,2.0,intergenic,,,4930539C22Rik,30022
2455,chr3,134766000,134768000,ESC_enriched,2,0.9974563372016845,2.0,promoter,Tacr3,NM_021382,Tacr3,607
2456,chr3,135762000,135768000,ESC_enriched,6,0.9967058042999449,6.0,promoter,Slc39a8,NM_001135150,Slc39a8,1824
2457,chr3,137560000,137562000,ESC_enriched,2,0.9823949143123833,2.0,promoter,Ddit4l,NM_030143,Ddit4l,58
2458,chr3,138002000,138008000,ESC_enriched,6,0.9957704089158899,6.0,promoter,Gm5105,NR_037975,Gm5105,225
2459,chr3,138678000,138680000,ESC_enriched,2,0.9894779881246343,2.0,promoter,Tspan5,NM_019571,Tspan5,594
2460,chr3,141402000,141405000,ESC_enriched,3,0.9977263737598165,3.0,promoter,Unc5c,NM_001293561,Unc5c,550
2461,chr3,144136000,144140000,ESC_enriched,4,0.9875629142873935,4.0,promoter,Lmo4,NM_001161769,Lmo4,1782
2462,chr3,144333000,144335000,ESC_enriched,2,0.9974778020370584,2.0,intergenic,,,Hs2st1,173602
2463,chr3,145230000,145232000,ESC_enriched,2,0.9918895884446266,2.0,promoter,Col24a1,NM_027770,Col24a1,1143
2464,chr3,145570000,145572000,ESC_enriched,2,0.9836862900521438,2.0,intergenic,,,Ccn1,16371
2465,chr3,145587000,145591000,ESC_enriched,4,0.9932290260429659,4.0,promoter,Ccn1,NM_010516,Ccn1,1629
2466,chr3,145695000,145698000,ESC_enriched,3,0.992019732916504,3.0,promoter,Ddah1,NM_026993,Ddah1,423
2467,chr3,146054000,146056000,ESC_enriched,2,0.999852082882748,2.0,intergenic,,,Mcoln3,4176
2468,chr3,146087000,146089000,ESC_enriched,2,0.9854007382611911,2.0,promoter,Mcoln2,NM_026656,Mcoln2,782
2469,chr3,146622000,146624000,ESC_enriched,2,0.9998912615556335,2.0,intergenic,,,4930503B20Rik,2350
2470,chr3,148190000,148192000,NPC_enriched,2,0.9773894942953167,2.0,intergenic,,,Adgrl2,701021
2471,chr3,152043000,152046000,ESC_enriched,3,0.9823557396837224,3.0,gene_body,Gipc2,NM_016867,Gipc2,58786
2472,chr3,152103000,152106000,ESC_enriched,3,0.9911663531296249,3.0,promoter,Gipc2,NM_016867,Gipc2,1214
